AP,AP50,AP75,bAP,bAP50,bAP75,nAP,nAP50,nAP75,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
45.01270078975513,70.49718824191868,50.39206003476695,50.76543237166206,79.11067032425014,56.89211801624982,27.75450604403438,44.65674199492431,30.891886090318387,17.0,2021-08-23 06:56:45,2021-08-23 06:57:02,1.0,0.0
