AP,AP50,AP75,bAP,bAP50,bAP75,nAP,nAP50,nAP75,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2021-08-23 06:57:09,2021-08-23 06:57:20,1.0,0.0
