AP,AP50,AP75,bAP,bAP50,bAP75,nAP,nAP50,nAP75,use_classification_layer,use_laplacianshot,embeddings_type,leverage_classification,rectify_prototypes,support_augmentation,time_elapsed,time_from,time_to
42.776839211999445,68.40562679414647,46.18181929314073,49.521198145462314,78.79668490268776,53.438902718711155,22.54376241161086,37.23245246852261,24.41056901642945,1.0,1.0,embeddings,1.0,0.0,1.0,109.0,2021-07-29 08:43:02,2021-07-29 08:44:51
42.71110963867335,68.24115768286013,46.10361751480999,49.56081536680465,78.81153222870665,53.41490353676736,22.161992454279456,36.53003404532061,24.169759448937853,1.0,1.0,embeddings,1.0,1.0,0.0,97.0,2021-07-29 08:49:47,2021-07-29 08:51:24
42.67547448976786,68.17931810856099,46.15972437068359,49.51058207203192,78.80446044054136,53.457776019324065,22.170151742975683,36.30389111261995,24.265569424762155,1.0,1.0,embeddings,1.0,1.0,1.0,102.0,2021-07-29 08:36:16,2021-07-29 08:37:58
42.6617194617766,68.40997439473767,45.91387330980417,49.43629627003399,78.8508896932903,53.192184610821194,22.33798903700437,37.08722849907983,24.078939406753047,1.0,1.0,,,,,,,
42.57977335968182,68.31158778818342,46.024103712884816,49.35448564583482,78.77954255614641,53.30397146356017,22.255636501222863,36.90772348429442,24.184500460858743,1.0,1.0,embeddings,1.0,0.0,0.0,93.0,2021-07-29 08:55:54,2021-07-29 08:57:27
42.00599119815593,67.01292969018277,45.74194443506215,48.91657127119351,77.74545394830557,53.20809384884346,21.2742509790432,34.81535691581433,23.343496193718245,1.0,1.0,probabilities,1.0,0.0,0.0,87.0,2021-07-29 08:57:27,2021-07-29 08:58:55
41.69964832171935,66.09606089386445,45.32777405298038,48.69378308515293,77.00220343518109,52.842222769452036,20.71724403141859,33.37763326991456,22.784427903565394,1.0,1.0,probabilities,1.0,0.0,1.0,94.0,2021-07-29 08:44:51,2021-07-29 08:46:26
41.35078364317859,65.76421682197974,44.91714201618895,48.9265257043403,77.48041696180674,53.12094116171324,18.623557459693476,30.615616402498734,20.305744579616135,1.0,1.0,probabilities,1.0,1.0,0.0,89.0,2021-07-29 08:51:24,2021-07-29 08:52:53
41.27300176680678,65.9114452590734,44.705733027223765,49.02702313484349,78.2127296000956,53.128392875328636,18.01093766269663,29.007592236006765,19.437753482909123,1.0,1.0,embeddings,0.0,1.0,0.0,91.0,2021-07-29 08:52:53,2021-07-29 08:54:25
41.224451885784745,65.1136550227186,44.80439982052086,48.89873111443525,77.08266197180343,53.14311825641788,18.201614199833248,29.206634175464092,19.788244512829777,1.0,1.0,probabilities,0.0,1.0,0.0,88.0,2021-07-29 08:54:25,2021-07-29 08:55:54
40.62166754273466,64.0138156142257,44.3378281306949,48.83935723575005,77.2339217040547,53.19596364621638,15.968598463688448,24.35349734473869,17.763421584130462,1.0,1.0,probabilities,1.0,1.0,1.0,104.0,2021-07-29 08:37:59,2021-07-29 08:39:43
40.509408606231474,63.85718287652021,44.18796005760637,48.15965695558383,75.89470628372365,52.438316296120924,17.558663558174423,27.74461265490994,19.436891342062715,1.0,1.0,probabilities,0.0,0.0,0.0,88.0,2021-07-29 09:00:26,2021-07-29 09:01:54
40.24294369306445,64.41077902096194,43.6405393522404,48.16651583275531,76.9692695635195,52.380508127908236,16.472227273991844,26.735307393289258,17.420633025236913,1.0,1.0,embeddings,0.0,0.0,0.0,91.0,2021-07-29 08:58:55,2021-07-29 09:00:26
39.967580991930916,62.805440362321995,44.02103240296458,48.25553649067922,75.80348249910092,52.97224225810656,15.103714495685974,23.811313951985216,17.167402837538653,1.0,1.0,probabilities,0.0,1.0,1.0,99.0,2021-07-29 08:41:22,2021-07-29 08:43:02
39.0261043915486,61.53769766903106,42.8422721145139,46.12646179489594,72.67231163688278,50.71108749666984,17.725032181506602,28.133855765475886,19.23582596804603,1.0,1.0,probabilities,0.0,0.0,1.0,89.0,2021-07-29 08:48:17,2021-07-29 08:49:47
38.89504664477998,61.724156082035925,41.91178586304052,46.62874615057905,73.78549505789698,50.15266710689594,15.693948127382788,25.54013915445278,17.189142131474295,1.0,1.0,embeddings,0.0,1.0,1.0,99.0,2021-07-29 08:39:43,2021-07-29 08:41:22
38.79055037438776,62.29096646648194,41.6242101713034,46.61343471204058,74.55621324284692,50.23378239551074,15.32189736142934,25.49522613738701,15.795493498681385,1.0,1.0,embeddings,0.0,0.0,1.0,111.0,2021-07-29 08:46:26,2021-07-29 08:48:17
