AP,AP50,AP75,APl,APm,APs,bAP,bAP50,bAP75,bAPl,bAPm,bAPs,nAP,nAP50,nAP75,nAPl,nAPm,nAPs,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
26.413418905169433,42.50286425309932,28.24893210753448,33.017835283972055,28.408214550483596,16.424332531686446,34.07314963910568,54.73711341299706,36.38759331798714,42.280635550785064,36.95397586878709,21.367779658227086,3.4342267033606753,5.800116773406114,3.832948476176535,5.229434483533008,2.770930595573142,1.8411635083915703,38.0,2021-08-22 10:22:03,2021-08-22 10:22:42,1.0,0.0
