AP,AP50,AP75,APl,APm,APs,bAP,bAP50,bAP75,bAPl,bAPm,bAPs,nAP,nAP50,nAP75,nAPl,nAPm,nAPs,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot,embeddings_type,knn,lambda_factor,leverage_classification,rectify_prototypes,support_augmentation
28.421683865413677,45.42483737038337,30.652956635128938,37.176913484228244,30.88240902492876,16.6061829374469,34.6297272365007,54.321489309893146,37.860934095712395,44.302703102340224,38.24413859895266,20.698632654912622,9.797553752152591,18.734881551854045,9.029024253378559,15.799544629892296,8.797220302857053,4.533456270923017,44.0,2021-08-06 11:55:17,2021-08-06 11:56:02,1.0,1.0,,,,,,
28.120407183423264,44.66332312399522,30.438002971645478,36.7865637098053,30.558129228037288,16.195492049919793,34.43371271073541,53.806984874410254,37.71765932480154,44.14557700425221,38.041058042338946,20.462299323187704,9.180490601486797,17.23233787275008,8.599033912177308,14.70952382646454,8.109342785132307,3.6084105937794457,193.0,2021-08-06 12:20:41,2021-08-06 12:23:54,1.0,1.0,embeddings,5.0,0.1,1.0,1.0,0.0
28.11446227657384,44.64835902278678,30.42681729984532,36.77329234817881,30.55106567748071,16.195227886834644,34.424636334292025,53.78643739615817,37.70273676573301,44.130405700321305,38.03029920397138,20.461893072242002,9.183940103419264,17.234123902672632,8.599058902182211,14.701952291751343,8.113365098008694,3.6085655898829256,176.0,2021-08-06 12:14:44,2021-08-06 12:17:40,1.0,1.0,embeddings,1.0,0.1,1.0,1.0,0.0
28.113913779056425,44.644225966750774,30.427591769946165,36.77160444910111,30.54975173720055,16.195467765718835,34.424680550520094,53.782925617101164,37.70386166591336,44.13335700727401,38.02857753680868,20.462196175787994,9.18161346466541,17.228127015699584,8.598782082044586,14.686346774582415,8.113274338376145,3.608618956014811,181.0,2021-08-06 12:17:40,2021-08-06 12:20:41,1.0,1.0,embeddings,3.0,0.1,1.0,1.0,0.0
27.99879020404712,44.4354004715863,30.330364113443903,36.5652583336005,30.34294223790378,16.16386233092319,34.33774053592123,53.617166108699585,37.63314061613674,43.98090551923135,37.922495104504435,20.418091325856263,8.981939208424807,16.89010356024645,8.422034605365363,14.318316776707949,7.604283638101824,3.6138867958706267,180.0,2021-08-06 12:26:49,2021-08-06 12:29:49,1.0,1.0,embeddings,3.0,0.1,1.0,0.0,0.0
27.998601782282005,44.43501412139539,30.330542593196064,36.56654957448593,30.343075197762452,16.163105735625397,34.33809461219232,53.61808496660252,37.633284799081764,43.98086154058649,37.92265764872674,20.417461412545617,8.980123292551067,16.885801585774015,8.422315975538949,14.323613676184246,7.6043278448695855,3.612756488710754,174.0,2021-08-06 12:23:54,2021-08-06 12:26:49,1.0,1.0,embeddings,1.0,0.1,1.0,0.0,0.0
27.998030794348512,44.43201787759378,30.3270468717531,36.56108647090211,30.339427533529616,16.164156939591432,34.33806607862998,53.617270340039255,37.63019675984569,43.98103657544697,37.917474542830014,20.41833509836966,8.97792494150411,16.876260490257373,8.417597207475303,14.30123615726749,7.605286505628437,3.61433137119565,199.0,2021-08-06 12:29:49,2021-08-06 12:33:09,1.0,1.0,embeddings,5.0,0.1,1.0,0.0,0.0
27.98128273617871,44.40619117729571,30.338490441843508,36.49180327150614,30.410126464490183,16.10135868801214,34.32378329626635,53.63787201400947,37.62925226034514,43.92675892089199,37.91259832854368,20.264760765954016,8.953781055915783,16.71114866715445,8.466204986338589,14.18693632334861,7.902710872329709,3.8193225580836216,188.0,2021-08-06 11:56:02,2021-08-06 11:59:10,1.0,1.0,embeddings,1.0,0.1,1.0,1.0,1.0
27.97998284251885,44.410390693121144,30.33554448008936,36.48923280800253,30.403890845753462,16.108332827838517,34.32503042308541,53.645041441674934,37.63298812323437,43.92756435384365,37.90712088412296,20.274041338960593,8.944840100819183,16.706438447459814,8.44321355065433,14.174238170479143,7.894200730644956,3.819492720028396,197.0,2021-08-06 12:02:16,2021-08-06 12:05:33,1.0,1.0,embeddings,5.0,0.1,1.0,1.0,1.0
27.977946364726513,44.40419299448588,30.331586332983857,36.48777625237835,30.398922166740007,16.108422006878733,34.32222654828677,53.63742673919558,37.627517747342225,43.92656640080669,37.89984736537866,20.27417932909827,8.94510581404572,16.70449176035676,8.443792089908769,14.171405807093363,7.896146570824063,3.8194379063311157,185.0,2021-08-06 11:59:10,2021-08-06 12:02:16,1.0,1.0,embeddings,3.0,0.1,1.0,1.0,1.0
