AP,AP50,AP75,APl,APm,APs,bAP,bAP50,bAP75,bAPl,bAPm,bAPs,nAP,nAP50,nAP75,nAPl,nAPm,nAPs,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
28.096862926730854,44.598896900629,30.23593070299538,36.269287547836136,30.319993188286524,16.881185177765694,34.70190031636077,54.3575190773208,37.64759917204655,44.060407771042854,38.24555209560957,21.19136215197919,8.281750757841102,15.323030370553573,8.000925295841872,12.895926878215953,6.543316466317367,4.166163103835891,201.0,2021-08-22 14:27:27,2021-08-22 14:30:48,1.0,0.0
