AP,AP50,AP75,bAP,bAP50,bAP75,nAP,nAP50,nAP75,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
47.27879504989169,72.81660233346221,52.150350449061555,51.539619020014506,78.42699718174626,56.820671383658535,34.49632313952324,55.985417788610036,38.139387645270624,20.0,2021-08-22 10:13:46,2021-08-22 10:14:06,1.0,0.0
