AP,AP50,AP75,bAP,bAP50,bAP75,nAP,nAP50,nAP75,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
44.04131761494757,69.67965555981024,47.825402520167025,50.92604591439508,79.64320577371397,55.59261222175521,23.38713271660504,39.789004918099025,24.52377341540247,40.0,2021-08-22 17:12:04,2021-08-22 17:12:44,1.0,0.0
