AP,AP50,AP75,APl,APm,APs,bAP,bAP50,bAP75,bAPl,bAPm,bAPs,nAP,nAP50,nAP75,nAPl,nAPm,nAPs,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
28.421683865413677,45.42483737038337,30.652956635128938,37.176913484228244,30.88240902492876,16.6061829374469,34.6297272365007,54.321489309893146,37.860934095712395,44.302703102340224,38.24413859895266,20.698632654912622,9.797553752152591,18.734881551854045,9.029024253378559,15.799544629892296,8.797220302857053,4.533456270923017,73.0,2021-08-22 14:31:15,2021-08-22 14:32:29,1.0,0.0
