AP,AP50,AP75,bAP,bAP50,bAP75,embeddings_type,knn,lambda_factor,leverage_classification,nAP,nAP50,nAP75,rectify_prototypes,remove_possibly_duplicates,support_augmentation,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
43.76151345172667,68.63640562131692,48.059984471388056,50.72635076641721,78.78789054611147,55.86807171814491,embeddings,1.0,0.3,1.0,22.867001507655008,38.18195084693328,24.63572273111751,0.0,0.0,0.0,67.0,2021-09-02 15:02:31,2021-09-02 15:03:39,0.0,1.0
43.68830937393216,68.55748342804614,47.958715467935946,50.640140706327095,78.74652904595563,55.73432402177339,embeddings,1.0,0.3,1.0,22.832815376747313,37.99034657431761,24.631889806423594,0.0,1.0,0.0,78.0,2021-09-02 15:01:12,2021-09-02 15:02:31,0.0,1.0
