AP,AP50,AP75,APl,APm,APs,bAP,bAP50,bAP75,bAPl,bAPm,bAPs,nAP,nAP50,nAP75,nAPl,nAPm,nAPs,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
27.663167067104204,44.1164034127446,30.047989261662583,35.46037049557063,29.903875294480837,16.628318702266238,34.69473712040092,54.78631933357663,37.903685164579656,43.75875340764148,38.14277351770812,21.358578004634136,6.568456907214039,12.106655650248536,6.480901552911364,10.565221759358087,5.18718062479899,2.6740537602809327,41.0,2021-08-22 12:51:50,2021-08-22 12:52:32,1.0,0.0
