AP,AP50,AP75,bAP,bAP50,bAP75,nAP,nAP50,nAP75,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2021-08-22 09:25:06,2021-08-22 09:25:52,1.0,0.0
