AP,AP50,AP75,bAP,bAP50,bAP75,embeddings_type,knn,lambda_factor,leverage_classification,nAP,nAP50,nAP75,rectify_prototypes,remove_possibly_duplicates,support_augmentation,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
42.45372875789276,67.91014259288764,46.0127307957122,49.39650647464484,78.76644587318675,53.41658574036957,embeddings,1.0,0.3,1.0,21.625395607636552,35.341232751990276,23.801165961740065,0.0,1.0,0.0,51.0,2021-09-02 15:06:40,2021-09-02 15:07:32,0.0,1.0
42.44413996774791,67.97921367443861,46.05651674214153,49.34214398513568,78.78106940632877,53.44986373772611,embeddings,1.0,0.3,1.0,21.750127915584553,35.57364647876806,23.876475755387805,0.0,0.0,0.0,51.0,2021-09-02 15:07:32,2021-09-02 15:08:24,0.0,1.0
