AP,AP50,AP75,APl,APm,APs,bAP,bAP50,bAP75,bAPl,bAPm,bAPs,nAP,nAP50,nAP75,nAPl,nAPm,nAPs,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
29.897999780292672,47.39032557719488,32.4157879841104,39.66655522570167,32.21659853007228,17.495157115621232,35.320425889281054,54.85496821097928,38.744534325538844,45.80501955000788,38.9041696883009,21.4323482917468,13.630721453327531,24.996397675841646,13.42954895982508,21.25116225278301,12.15388505538644,5.88044314605082,40.0,2021-08-22 15:36:09,2021-08-22 15:36:49,1.0,0.0
