AP,AP50,AP75,APl,APm,APs,bAP,bAP50,bAP75,bAPl,bAPm,bAPs,nAP,nAP50,nAP75,nAPl,nAPm,nAPs,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
27.13636523069295,43.434296072168905,29.39441315270384,33.96172954863738,29.46363172305235,16.79109262466746,34.65666863785224,55.14672095469512,37.59884576518536,42.85594358183909,37.908072924474546,21.671274952475812,4.57545500921507,8.297021424590243,4.781115315259294,7.279087449032201,4.130308118785784,2.394554757632811,53.0,2021-08-22 11:18:16,2021-08-22 11:19:09,1.0,0.0
