AP,AP50,AP75,bAP,bAP50,bAP75,nAP,nAP50,nAP75,time_elapsed,time_from,time_to,use_classification_layer,use_laplacianshot
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2021-08-22 10:13:24,2021-08-22 10:13:36,1.0,0.0
